image_path,crop,disease,caption,temperature,humidity,rainfall,source_csv,image_full_path
Black_rot(579).JPG,Apple,Black_rot,a leaf with a few spots showing early symptoms.,29.3,92.0,12.8,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(579).JPG
Black_rot(580).JPG,Apple,Black_rot,a leaf with a slit in the middle showing early symptoms.,29.0,86.0,10.2,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(580).JPG
Black_rot(581).JPG,Apple,Black_rot,a leaf with a few spots under natural light.,27.2,97.0,13.2,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(581).JPG
Black_rot(582).JPG,Apple,Black_rot,a leaf with a few spots with visible spots.,25.9,83.0,17.1,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(582).JPG
Black_rot(583).JPG,Apple,Black_rot,a leaf with a few spots under natural light.,25.9,88.0,20.4,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(583).JPG
Black_rot(584).JPG,Apple,Black_rot,a leaf with a few spots under natural light.,31.2,95.0,30.0,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(584).JPG
Black_rot(585).JPG,Apple,Black_rot,"a leaf is a leaf, a leaf is a leaf, a leaf is a leaf, under natural light.",28.1,98.0,22.5,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(585).JPG
Black_rot(586).JPG,Apple,Black_rot,a fungus aphid aphid aphid aphid aphid with healthy green texture.,26.3,84.0,26.7,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(586).JPG
Black_rot(587).JPG,Apple,Black_rot,a leaf with a few spots showing early symptoms.,24.6,88.0,28.4,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(587).JPG
Black_rot(588).JPG,Apple,Black_rot,a leaf with a striate leaf shape and a striate leaf shape showing early symptoms.,25.4,85.0,16.6,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(588).JPG
Black_rot(589).JPG,Apple,Black_rot,a leaf with a brown spot on it showing early symptoms.,27.9,89.0,23.5,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(589).JPG
Black_rot(590).JPG,Apple,Black_rot,a leaf with a few spots during daylight.,26.4,86.0,23.5,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(590).JPG
Black_rot(591).JPG,Apple,Black_rot,a leaf with a brown spot on it with healthy green texture.,27.6,85.0,20.6,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(591).JPG
Black_rot(592).JPG,Apple,Black_rot,a leaf with a few spots showing slight discoloration.,25.6,88.0,26.9,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(592).JPG
Black_rot(593).JPG,Apple,Black_rot,a leaf with a scab on it during daylight.,24.8,90.0,13.5,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(593).JPG
Black_rot(594).JPG,Apple,Black_rot,a leaf with a splotch of brown spots with healthy green texture.,24.9,86.0,17.3,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(594).JPG
Black_rot(595).JPG,Apple,Black_rot,a leaf with a few spots during daylight.,29.8,89.0,10.8,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(595).JPG
Black_rot(596).JPG,Apple,Black_rot,a leaf with a few small spots during daylight.,31.7,88.0,20.5,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(596).JPG
Black_rot(597).JPG,Apple,Black_rot,a leaf with a few spots during daylight.,26.4,85.0,19.2,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(597).JPG
Black_rot(598).JPG,Apple,Black_rot,a leaf with a striate leaf shape during daylight.,24.9,80.0,26.2,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(598).JPG
Black_rot(599).JPG,Apple,Black_rot,a leaf with a few small holes showing early symptoms.,24.7,81.0,23.7,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(599).JPG
Black_rot(600).JPG,Apple,Black_rot,a leaf of a tree with visible spots.,25.8,95.0,23.0,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(600).JPG
Black_rot(601).JPG,Apple,Black_rot,a leaf with a scab on it with visible spots.,27.7,87.0,12.7,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(601).JPG
Black_rot(602).JPG,Apple,Black_rot,a leaf with a few spots during daylight.,28.1,94.0,13.1,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(602).JPG
Black_rot(603).JPG,Apple,Black_rot,a leaf with a few striations with healthy green texture.,28.2,94.0,21.1,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(603).JPG
Black_rot(604).JPG,Apple,Black_rot,a leaf with a striate leaf with healthy green texture.,28.7,93.0,14.0,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(604).JPG
Black_rot(605).JPG,Apple,Black_rot,a leaf with a few spots showing slight discoloration.,30.3,98.0,10.5,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(605).JPG
Black_rot(606).JPG,Apple,Black_rot,a leaf with a few spots showing early symptoms.,25.2,98.0,26.7,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(606).JPG
Black_rot(607).JPG,Apple,Black_rot,a leaf with a few spots of brown and white spotted fungus under natural light.,28.7,81.0,27.2,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(607).JPG
Black_rot(608).JPG,Apple,Black_rot,a leaf of a tree showing slight discoloration.,31.1,88.0,24.8,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(608).JPG
Black_rot(609).JPG,Apple,Black_rot,a leaf with a scab on it during daylight.,28.5,87.0,11.6,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(609).JPG
Black_rot(610).JPG,Apple,Black_rot,a leaf with a brown spot on it under natural light.,28.1,97.0,28.5,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(610).JPG
Black_rot(611).JPG,Apple,Black_rot,a leaf with a brown spot on it showing slight discoloration.,24.2,90.0,12.6,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(611).JPG
Black_rot(612).JPG,Apple,Black_rot,a leaf with a few spots with visible spots.,24.1,97.0,24.6,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(612).JPG
Black_rot(613).JPG,Apple,Black_rot,a leaf with a few spots during daylight.,30.8,85.0,19.5,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(613).JPG
Black_rot(614).JPG,Apple,Black_rot,a leaf with a few spots with healthy green texture.,30.2,89.0,26.7,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(614).JPG
Black_rot(615).JPG,Apple,Black_rot,a leaf with a splotch of brown spots under natural light.,29.8,81.0,12.8,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(615).JPG
Black_rot(616).JPG,Apple,Black_rot,a leaf with a few spots under natural light.,27.9,98.0,18.0,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(616).JPG
Black_rot(617).JPG,Apple,Black_rot,a leaf of a tree showing early symptoms.,25.8,81.0,15.3,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(617).JPG
Black_rot(618).JPG,Apple,Black_rot,a leaf with a solitary leaflet showing early symptoms.,26.3,97.0,21.0,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(618).JPG
Black_rot(619).JPG,Apple,Black_rot,a leaf with a slit in the middle during daylight.,24.4,86.0,10.4,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(619).JPG
Black_rot(620).JPG,Apple,Black_rot,a leaf with a few striations on it during daylight.,31.8,93.0,21.8,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(620).JPG
Black_rot(621).JPG,Apple,Black_rot,a leaf with a few spots with healthy green texture.,30.7,82.0,27.7,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(621).JPG
Black_rot(622).JPG,Apple,Black_rot,a leaf with a few scabs under natural light.,31.6,96.0,11.5,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(622).JPG
Black_rot(623).JPG,Apple,Black_rot,a leaf with a slit in the middle showing early symptoms.,26.7,88.0,19.3,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(623).JPG
Black_rot(624).JPG,Apple,Black_rot,a leaf with a few spots with visible spots.,31.1,86.0,17.1,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(624).JPG
Black_rot(625).JPG,Apple,Black_rot,a leaf with a few striations during daylight.,28.0,86.0,17.4,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(625).JPG
Black_rot(626).JPG,Apple,Black_rot,a leaf with a few spots under natural light.,27.0,89.0,20.0,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(626).JPG
Black_rot(627).JPG,Apple,Black_rot,a leaf with a few spots during daylight.,25.8,90.0,26.9,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(627).JPG
Black_rot(628).JPG,Apple,Black_rot,a leaf with a few spots during daylight.,27.0,83.0,17.9,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(628).JPG
Black_rot(629).JPG,Apple,Black_rot,a leaf with a striate margin with healthy green texture.,26.3,80.0,16.7,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(629).JPG
Black_rot(630).JPG,Apple,Black_rot,a leaf with a few spots of brownish brownish brownish brownish brownish brownish brownish brownish during daylight.,26.4,86.0,28.0,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(630).JPG
Black_rot(631).JPG,Apple,Black_rot,a leaf with a few spots showing slight discoloration.,28.2,94.0,26.5,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(631).JPG
Black_rot(632).JPG,Apple,Black_rot,a small speck of fungus on the leaf during daylight.,29.7,91.0,21.6,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(632).JPG
Black_rot(633).JPG,Apple,Black_rot,a leaf with a few spots with visible spots.,30.7,92.0,28.1,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(633).JPG
Black_rot(634).JPG,Apple,Black_rot,a leaf with a few spots of brownish brown rust on it during daylight.,28.5,86.0,21.4,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(634).JPG
Black_rot(635).JPG,Apple,Black_rot,a leaf of a tree under natural light.,28.0,90.0,20.3,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(635).JPG
Black_rot(636).JPG,Apple,Black_rot,a leaf with a scab on it showing slight discoloration.,28.1,94.0,25.3,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(636).JPG
Black_rot(637).JPG,Apple,Black_rot,a leaf with a scab on it showing slight discoloration.,31.6,90.0,21.7,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(637).JPG
Black_rot(638).JPG,Apple,Black_rot,a leaf with a few spots under natural light.,25.4,88.0,15.1,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(638).JPG
Black_rot(639).JPG,Apple,Black_rot,a leaf with a few striations showing early symptoms.,31.1,90.0,25.9,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(639).JPG
Black_rot(640).JPG,Apple,Black_rot,a leaf with a scab on it with healthy green texture.,31.3,83.0,19.7,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(640).JPG
Black_rot(641).JPG,Apple,Black_rot,a leaf with a scab on it during daylight.,24.3,87.0,13.2,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(641).JPG
Black_rot(642).JPG,Apple,Black_rot,a leaf with a scab on it during daylight.,26.2,85.0,18.0,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(642).JPG
Black_rot(643).JPG,Apple,Black_rot,a leaf with a few spots with visible spots.,26.9,85.0,12.5,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(643).JPG
Black_rot(644).JPG,Apple,Black_rot,a leaf with a few brown spots and a few brown spots with healthy green texture.,25.0,98.0,23.3,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(644).JPG
Black_rot(645).JPG,Apple,Black_rot,a leaf with a scab on it showing early symptoms.,30.7,85.0,19.7,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(645).JPG
Black_rot(646).JPG,Apple,Black_rot,a leaf with a slit in the middle during daylight.,31.4,84.0,18.7,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(646).JPG
Black_rot(647).JPG,Apple,Black_rot,a leaf with a brown spot on it with visible spots.,24.9,88.0,21.3,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(647).JPG
Black_rot(648).JPG,Apple,Black_rot,a leaf with a splotch of brown and white stains on it with healthy green texture.,28.7,80.0,10.1,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(648).JPG
Black_rot(649).JPG,Apple,Black_rot,a leaf with a few spots showing early symptoms.,31.9,97.0,13.4,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(649).JPG
Black_rot(650).JPG,Apple,Black_rot,a leaf with a few spots under natural light.,25.1,85.0,19.3,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(650).JPG
Black_rot(651).JPG,Apple,Black_rot,a leaf with a few spots with healthy green texture.,31.1,81.0,28.9,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(651).JPG
Black_rot(652).JPG,Apple,Black_rot,a leaf with a scab on it under natural light.,26.8,92.0,27.9,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(652).JPG
Black_rot(653).JPG,Apple,Black_rot,a leaf with a few striations with healthy green texture.,24.3,90.0,17.7,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(653).JPG
Black_rot(654).JPG,Apple,Black_rot,a leaf with a few spots showing early symptoms.,26.7,89.0,18.5,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(654).JPG
Black_rot(655).JPG,Apple,Black_rot,a leaf with a scab on it with healthy green texture.,28.4,89.0,18.9,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(655).JPG
Black_rot(656).JPG,Apple,Black_rot,a leaf with a few spots with visible spots.,28.8,83.0,25.6,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(656).JPG
Black_rot(657).JPG,Apple,Black_rot,a leaf with a few striations under natural light.,31.6,84.0,22.1,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(657).JPG
Black_rot(658).JPG,Apple,Black_rot,a leaf with a brown spot on the leaf with healthy green texture.,31.4,93.0,20.8,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(658).JPG
Black_rot(659).JPG,Apple,Black_rot,a leaf of a tree with a solitary leaf showing early symptoms.,29.2,82.0,18.4,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(659).JPG
Black_rot(660).JPG,Apple,Black_rot,a leaf with a brown spot on it during daylight.,26.6,80.0,20.9,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(660).JPG
Black_rot(661).JPG,Apple,Black_rot,a leaf with a brown spot on it showing slight discoloration.,30.0,92.0,13.5,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(661).JPG
Black_rot(662).JPG,Apple,Black_rot,a leaf with a scab on it with healthy green texture.,27.7,91.0,22.6,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(662).JPG
Black_rot(663).JPG,Apple,Black_rot,a leaf with a few striations with healthy green texture.,24.6,93.0,11.0,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(663).JPG
Black_rot(664).JPG,Apple,Black_rot,a leaf of a tree with healthy green texture.,26.8,80.0,26.8,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(664).JPG
Black_rot(665).JPG,Apple,Black_rot,a leaf with a few spots showing early symptoms.,28.3,89.0,11.3,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(665).JPG
Black_rot(666).JPG,Apple,Black_rot,a leaf with a few spots on it with healthy green texture.,24.0,97.0,16.5,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(666).JPG
Black_rot(667).JPG,Apple,Black_rot,a leaf with a few spots with healthy green texture.,26.0,88.0,19.7,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(667).JPG
Black_rot(668).JPG,Apple,Black_rot,a leaf with a few spots with healthy green texture.,29.2,80.0,21.0,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(668).JPG
Black_rot(669).JPG,Apple,Black_rot,a leaf with a few holes showing slight discoloration.,29.8,80.0,12.3,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(669).JPG
Black_rot(670).JPG,Apple,Black_rot,a leaf with a few spots with healthy green texture.,26.4,80.0,19.3,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(670).JPG
Black_rot(671).JPG,Apple,Black_rot,a leaf with a slit in the middle during daylight.,25.0,89.0,29.6,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(671).JPG
Black_rot(672).JPG,Apple,Black_rot,a leaf with a few holes during daylight.,28.2,93.0,11.9,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(672).JPG
Black_rot(673).JPG,Apple,Black_rot,a leaf with a scab on it showing slight discoloration.,26.3,96.0,29.6,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(673).JPG
Black_rot(674).JPG,Apple,Black_rot,a leaf with a few spots showing slight discoloration.,27.4,93.0,21.5,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(674).JPG
Black_rot(675).JPG,Apple,Black_rot,a leaf with a few spots of brownish brownish brownish brownish brownish brownish brownish brownish under natural light.,31.8,96.0,21.4,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(675).JPG
Black_rot(676).JPG,Apple,Black_rot,a leaf is a leaf that is a leaf that is a leaf that is a leaf that is with healthy green texture.,24.8,93.0,11.3,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(676).JPG
Black_rot(677).JPG,Apple,Black_rot,a leaf with a few spots showing slight discoloration.,31.7,93.0,10.1,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(677).JPG
Black_rot(678).JPG,Apple,Black_rot,a leaf with a few spots showing slight discoloration.,28.1,88.0,19.5,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(678).JPG
Black_rot(679).JPG,Apple,Black_rot,a leaf with a few spots of brown and white fungus showing early symptoms.,27.4,91.0,15.7,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(679).JPG
Black_rot(680).JPG,Apple,Black_rot,a leaf with a slit in the middle during daylight.,26.3,91.0,24.7,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(680).JPG
Black_rot(681).JPG,Apple,Black_rot,a leaf with a few spots showing slight discoloration.,25.1,96.0,16.8,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(681).JPG
Black_rot(682).JPG,Apple,Black_rot,a leaf with a few spots showing slight discoloration.,24.6,84.0,17.3,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(682).JPG
Black_rot(683).JPG,Apple,Black_rot,a leaf with a few spots on it showing slight discoloration.,24.3,95.0,26.4,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(683).JPG
Black_rot(684).JPG,Apple,Black_rot,a leaf with a few striations showing slight discoloration.,24.1,85.0,25.7,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(684).JPG
Black_rot(685).JPG,Apple,Black_rot,a leaf with a few brown spots and a few brown spots showing slight discoloration.,31.7,80.0,16.5,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(685).JPG
Black_rot(686).JPG,Apple,Black_rot,a leaf with a scab on it showing slight discoloration.,30.8,88.0,20.4,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(686).JPG
Black_rot(687).JPG,Apple,Black_rot,a leaf with a few holes showing early symptoms.,26.9,94.0,25.7,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(687).JPG
Black_rot(688).JPG,Apple,Black_rot,a leaf with a striate pattern of a few small striate spots with healthy green texture.,26.0,92.0,26.7,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(688).JPG
Black_rot(689).JPG,Apple,Black_rot,a leaf with a few spots showing early symptoms.,26.6,89.0,11.4,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(689).JPG
Black_rot(690).JPG,Apple,Black_rot,a leaf with a slit during daylight.,30.7,97.0,22.2,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(690).JPG
Black_rot(691).JPG,Apple,Black_rot,a leaf with a few spots with visible spots.,31.6,87.0,27.0,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(691).JPG
Black_rot(692).JPG,Apple,Black_rot,a leaf is a leaf that is shaped like a leaf with healthy green texture.,29.0,88.0,27.1,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(692).JPG
Black_rot(693).JPG,Apple,Black_rot,a leaf with a few spots with visible spots.,26.0,82.0,21.1,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(693).JPG
Black_rot(694).JPG,Apple,Black_rot,a leaf with a splotch of brown and white stains on it showing slight discoloration.,31.5,80.0,29.5,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(694).JPG
Black_rot(695).JPG,Apple,Black_rot,a leaf with a few holes showing slight discoloration.,25.3,88.0,16.4,Apple___Black_rot_with_weather_renamed.csv,/content/drive/MyDrive/Crop-Dataset/Apple___Black_rot/Black_rot(695).JPG
